This sample contains frequency information for every tenth word (word #131, 141, 151, etc) in the top 60,000 word list from iWeb.
-- The list is lemmatized, meaning that all "inflected" forms are included. For example, "get" (#41) is 
the combined frequency of get, gets, got, gotten, and getting.
-- There is also a "word forms" list, which has each form and its frequency as separate columns.

-------------------------------

More information:

https://www.wordfrequency.info: Word frequency lists (from iWeb, COCA, and more)
https://corpus.byu.edu/iweb/: iWeb corpus (14 billion words, 22 million words, 95,000 selected websites)
http://davies-linguistics.byu.edu/: Mark Davies (creator of the iWeb corpus)

-------------------------------

-- A word may appear multiple times in the list, each for a different part of speech (e.g. "strike" as a noun and as a verb).
-- Some words are parts of multi-word expressions, especially for adverbs ("r"), conjunctions ("c"), and prepositions ("i").
For example, "light" as a preposition (#6592) is part of the phrase "in light of".

* "wordID" corresponds in most cases to the ranking (1-60,000). It can safely be ignored in most cases, although it will provide a 
way to match up this data with the collocates or n-grams data.
* pos = part of speech (the first letter from the PoS codes at http://ucrel.lancs.ac.uk/claws7tags.html)
* "Range" is the percentage of the ~95,000 websites that have the word at least once.
* "Range10" is the percentage of the ~95,000 websites that have the word at least ten times.
* "Caps" is the percentage of forms of the word that are capitalized. This is especially useful for nouns, where 
capitalization is often a marker of proper nouns. (Proper nouns are not included in the list, but there are
many words that "straddle" the line between common and proper nouns, e.g. Rice/rice, Brown/brown, Beach/beach).


rank	wordID	word	PoS	frequency	range	range10	caps
43631	58520	esomeprazole	n	1477	0	0	0.01
43641	53120	trimaran	n	1476	0	0	0.11
43651	53190	streaked	j	1475	0	0	0.11
43661	50223	typesetter	n	1475	0	0	0.12
43671	53081	cross-reactivity	n	1473	0	0	0.11
43681	52840	blowdown	n	1472	0	0	0.04
43691	53218	unsettling	n	1471	0	0	0.02
43701	52520	satiric	j	1470	0	0	0.01
43711	60232	medtech	n	1469	0	0	0.15
43721	52847	skeptically	r	1468	0	0	0.01
43731	55125	post-crisis	j	1466	0	0	0.04
43741	53938	bey	n	1465	0	0	0.38
43751	54580	recoupment	n	1464	0	0	0.04
43761	52595	iron-clad	j	1462	0	0	0.07
43771	52985	per-minute	j	1461	0	0	0.04
43781	53269	bilingual	n	1460	0	0	0.21
43791	52243	beached	j	1459	0	0	0.11
43801	52411	stop-gap	j	1458	0	0	0.01
43811	53915	hollyhock	n	1457	0	0	0.38
43821	52899	in-group	n	1456	0	0	0
43831	54464	tagine	n	1454	0	0	0
43841	53294	writer-director	n	1454	0	0	0.01
43851	54077	recordist	n	1453	0	0	0.05
43861	53086	four-foot	j	1452	0	0	0.02
43871	53353	ascendency	n	1451	0	0	0.01
43881	52613	doorframe	n	1450	0	0	0
43891	53044	fictionalize	v	1449	0	0	0
43901	53436	pilothouse	n	1448	0	0	0.06
43911	52986	half-timbered	j	1447	0	0	0.01
43921	63772	guarding	n	1446	0.01	0	0
43931	54591	beaked	j	1445	0	0	0.14
43941	52979	opprobrium	n	1443	0	0	0
43951	53731	handbill	n	1442	0	0	0.03
43961	52913	shrieking	j	1440	0	0	0.17
43971	53653	triggering	n	1439	0.01	0	0
43981	54143	neurotrophic	j	1438	0.01	0	0.09
43991	50168	self-seeking	j	1437	0	0	0.03
44001	54655	pent	j	1435	0	0	0.12
44011	55435	haemorrhoid	n	1435	0	0	0.04
44021	69746	valproate	n	1434	0	0	0
44031	55382	ephemeris	n	1432	0	0	0
44041	55197	foxglove	n	1431	0	0	0.26
44051	53274	strangling	j	1431	0	0	0.07
44061	57822	karyotype	n	1430	0	0	0.01
44071	53640	open-pit	j	1429	0	0	0.04
44081	55632	hematologist	n	1428	0	0	0.04
44091	54968	ionizer	n	1427	0	0	0.03
44101	55900	hatched	j	1427	0	0	0.13
44111	53413	pro-choice	j	1425	0	0	0.04
44121	53780	bacteremia	n	1424	0	0	0.06
44131	56231	somatostatin	n	1423	0	0	0
44141	55073	Norseman	n	1422	0	0	0.97
44151	52900	durometer	n	1421	0	0	0
44161	55122	stagflation	n	1420	0	0	0.09
44171	53890	hours-long	j	1419	0	0	0.01
44181	53805	bear-hug	n	1418	0	0	0.09
44191	53434	deponent	n	1417	0	0	0.04
44201	54639	tocotrienol	n	1416	0	0	0.05
44211	54101	ranchero	n	1415	0	0	0.22
44221	53808	rusting	j	1413	0.01	0	0
44231	53867	co-organizer	n	1412	0	0	0.15
44241	53745	once-over	n	1410	0	0	0
44251	65172	refractometer	n	1409	0	0	0
44261	55669	subscapularis	n	1408	0	0	0
44271	54414	denotation	n	1406	0	0	0.04
44281	53956	unfollowed	j	1405	0.01	0	0.04
44291	56904	roughneck	n	1404	0	0	0.42
44301	44206	misidentification	n	1403	0	0	0.03
44311	53786	used-car	j	1402	0	0	0.03
44321	57985	barberry	n	1401	0	0	0.32
44331	53650	Trappist	j	1400	0.01	0	1
44341	47085	jimmy	n	1399	0.01	0	0.04
44351	53722	diarist	n	1398	0	0	0.07
44361	58142	posing	j	1397	0	0	0.08
44371	53910	foredeck	n	1395	0	0	0
44381	54616	parameterization	n	1395	0	0	0.08
44391	54130	platonism	n	1393	0	0	0.9
44401	51361	shack	v	1391	0	0	0.04
44411	57129	Darwinist	n	1390	0	0	0.98
44421	54409	frogman	n	1388	0	0	0.57
44431	49130	twinkling	n	1387	0	0	0
44441	54067	thin-walled	j	1387	0	0	0.03
44451	53744	erogenous	j	1385	0	0	0.07
44461	64251	liquify	v	1384	0.01	0	0
44471	54261	infinitesimally	r	1383	0	0	0.01
44481	56045	megastore	n	1381	0	0	0.44
44491	56034	scuffed	j	1380	0	0	0.02
44501	54469	m	j	1379	0	0	0.66
44511	54386	well-considered	j	1378	0	0	0.02
44521	53773	half-eaten	j	1377	0	0	0.03
44531	54320	prickle	n	1377	0	0	0
44541	55040	cetacean	j	1375	0	0	0.24
44551	54030	wildfowl	n	1374	0.01	0	0.29
44561	61545	cyanoacrylate	n	1373	0	0	0.03
44571	65115	glycan	n	1373	0	0	0.06
44581	57886	furl	v	1372	0	0	0
44591	55359	parallelization	n	1371	0.01	0	0.05
44601	55366	bloggy	j	1370	0.01	0	0.09
44611	54371	irretrievable	j	1369	0	0	0.03
44621	53809	silicon-based	j	1369	0	0	0.06
44631	55004	country-by-country	j	1367	0	0	0.04
44641	57062	hyperfocal	j	1366	0	0	0.11
44651	54996	soilless	j	1365	0	0	0.07
44661	56213	crowning	n	1364	0	0	0
44671	54707	questionably	r	1363	0	0	0.01
44681	55850	boll	n	1362	0	0	0
44691	56621	discouraged	j	1361	0	0	0
44701	53779	two-line	j	1360	0	0	0.09
44711	54501	trench	v	1358	0	0	0.03
44721	57677	undersell	v	1357	0	0	0
44731	54310	stumbling	j	1356	0	0	0.02
44741	54324	massless	j	1355	0	0	0.01
44751	56641	crusading	j	1354	0	0	0.02
44761	58725	floorspace	n	1353	0.01	0	0
44771	57960	chloramphenicol	n	1352	0	0	0
44781	54155	Neapolitan	n	1351	0	0	0.98
44791	54422	self-identification	n	1349	0.01	0	0.06
44801	54916	coalfield	n	1348	0	0	0
44811	65340	air-con	n	1348	0	0	0.02
44821	54666	promethean	j	1347	0	0	0.92
44831	54511	regularize	v	1346	0	0	0.05
44841	55337	underreporting	n	1345	0	0	0.04
44851	55070	ditzy	j	1345	0	0	0.02
44861	72467	wordlist	n	1343	0	0	0.1
44871	61947	plumb	n	1343	0	0	0
44881	63395	cuirass	n	1342	0	0	0.03
44891	54894	ridiculed	j	1341	0	0	0.02
44901	55782	snuggly	j	1340	0.01	0	0
44911	55042	resisting	j	1339	0	0	0.05
44921	62787	gemcitabine	n	1338	0	0	0
44931	54902	post-college	j	1336	0	0	0.02
44941	59527	ikat	n	1335	0	0	0.2
44951	55231	swarming	j	1335	0.01	0	0
44961	58195	blistered	j	1333	0	0	0
44971	55041	potently	r	1332	0	0	0
44981	54991	ethnographer	n	1331	0	0	0.06
44991	56095	toupee	n	1330	0	0	0.02
45001	57650	eatery	j	1329	0	0	0.06
45011	55248	pushcart	n	1328	0	0	0.51
45021	55915	skunky	j	1328	0	0	0.04
45031	54229	crustacean	j	1326	0	0	0.11
45041	55629	altiplano	n	1326	0	0	0.71
45051	55200	unmatchable	j	1325	0	0	0.03
45061	56192	queer	v	1324	0	0	0.21
45071	57933	dispensational	j	1322	0	0	0.13
45081	56887	cartwheel	v	1322	0	0	0.06
45091	56088	dauber	n	1321	0	0	0.13
45101	55171	rear-wheel-drive	j	1320	0	0	0.02
45111	57578	retreatment	n	1319	0	0	0.02
45121	55005	ill-timed	j	1318	0	0	0.01
45131	57015	parapsychology	n	1318	0	0	0.07
45141	64756	dasher	n	1317	0	0	0.35
45151	62556	expresso	n	1316	0.01	0	0.04
45161	60467	pestle	v	1314	0	0	0.06
45171	62689	dinning	n	1313	0.01	0	0.03
45181	71932	fluticasone	n	1313	0	0	0
45191	55311	emboldened	j	1311	0	0	0.01
45201	56700	faun	n	1310	0	0	0.47
45211	59122	compadre	n	1309	0	0	0.02
45221	57131	indiscernible	j	1308	0	0	0.03
45231	58262	topsail	n	1307	0	0	0.28
45241	57993	keelboat	n	1306	0	0	0.06
45251	55700	dermabrasion	n	1305	0	0	0.32
45261	54099	soldiery	n	1304	0	0	0.05
45271	53546	impliedly	r	1303	0.01	0	0
45281	56327	scribbling	n	1302	0	0	0.02
45291	56850	starlit	j	1301	0	0	0.09
45301	55773	orange-yellow	j	1300	0	0	0
45311	55847	off-trail	j	1299	0	0	0.03
45321	55694	darter	n	1298	0	0	0.23
45331	55876	calcium-rich	j	1297	0	0	0.09
45341	55723	eugenic	j	1296	0	0	0.11
45351	48227	co-occurrence	n	1295	0	0	0.12
45361	55734	half-breed	n	1294	0	0	0.09
45371	55540	nonvisual	j	1293	0	0	0.09
45381	56909	automaticity	n	1291	0	0	0.01
45391	56953	cheerleading	n	1290	0	0	0
45401	57345	closed-toe	j	1289	0.01	0	0.1
45411	55676	astrobiology	n	1288	0	0	0.35
45421	56866	biopsychosocial	j	1286	0	0	0.07
45431	58459	walkover	n	1285	0	0	0
45441	55866	late-term	j	1283	0	0	0.03
45451	56118	tranquilize	v	1282	0	0	0.02
45461	55979	sharp-eyed	j	1281	0	0	0.18
45471	57598	vitrification	n	1280	0	0	0.07
45481	56151	launderette	n	1279	0	0	0.22
45491	65442	yohimbine	n	1278	0	0	0
45501	57720	thumbstick	n	1277	0	0	0.02
45511	57755	resource-based	j	1276	0	0	0.15
45521	59593	engrossed	j	1275	0	0	0.04
45531	55146	after-the-fact	j	1274	0	0	0.03
45541	57028	metabisulfite	n	1273	0	0	0.09
45551	56410	ejaculatory	j	1272	0	0	0.04
45561	55290	employer-based	j	1272	0	0	0.07
45571	56123	all-district	j	1271	0	0	0.03
45581	55937	maharajah	n	1269	0	0	0.81
45591	58621	backstretch	n	1268	0	0	0
45601	56085	clear-headed	j	1267	0	0	0
45611	55910	self-deprecation	n	1266	0	0	0.07
45621	56102	pandering	n	1265	0	0	0
45631	56303	process-oriented	j	1264	0	0	0.06
45641	59241	antigravity	n	1264	0	0	0.12
45651	55085	well-regulated	j	1263	0	0	0.01
45661	57296	bronc	n	1262	0	0	0
45671	60437	jockstrap	n	1261	0	0	0.04
45681	59596	immobilized	j	1260	0	0	0
45691	56125	gravelly	r	1259	0	0	0.01
45701	58299	heterozygote	n	1258	0	0	0.04
45711	56044	unethically	r	1258	0	0	0
45721	58546	mated	j	1257	0	0	0
45731	56117	strength-to-weight	j	1256	0	0	0.01
45741	56063	thirty-year	j	1255	0	0	0.1
45751	54595	lymphatic	n	1255	0	0	0.04
45761	56091	unfertilized	j	1254	0	0	0.04
45771	56059	bare-faced	j	1253	0	0	0.15
45781	56710	concretion	n	1253	0	0	0.02
45791	56133	self-sealing	j	1252	0	0	0.08
45801	56323	bended	j	1251	0	0	0.06
45811	52983	egghead	n	1249	0	0	0.1
45821	58400	quitclaim	n	1249	0	0	0.1
45831	56014	connivance	n	1248	0	0	0
45841	57804	Greenbrier	n	1246	0	0	0.96
45851	62915	struvite	n	1246	0	0	0
45861	56720	whee	u	1244	0.01	0	0.58
45871	56968	trackway	n	1243	0	0	0.14
45881	56669	irrelevancy	n	1242	0	0	0
45891	59112	indomethacin	n	1241	0	0	0.01
45901	56678	overexploitation	n	1240	0	0	0.06
45911	63020	sarge	n	1239	0	0	0.7
45921	56609	color-blind	j	1238	0	0	0.07
45931	57113	virologist	n	1238	0	0	0.05
45941	55262	detectorist	n	1237	0	0	0.1
45951	59204	forecastle	n	1235	0	0	0.01
45961	59995	legionary	n	1235	0	0	0
45971	56447	indubitably	r	1234	0	0	0.11
45981	56974	perceiver	n	1233	0	0	0.05
45991	56622	contestation	n	1232	0	0	0.02
46001	63048	mountaineer	v	1231	0	0	0.21
46011	56763	near-surface	j	1230	0	0	0.03
46021	59202	correcting	j	1230	0	0	0.17
46031	56767	anti-feminist	j	1229	0	0	0.02
46041	57412	soon-to-be-released	j	1227	0	0	0
46051	56505	parasitology	n	1226	0.01	0	0.3
46061	57297	gorgeousness	n	1226	0	0	0
46071	58495	accumulating	j	1225	0	0	0
46081	58448	augury	n	1224	0	0	0.08
46091	59922	redraft	v	1222	0.01	0	0.01
46101	57114	glowingly	r	1221	0	0	0
46111	58381	leachate	n	1220	0	0	0.01
46121	57673	belayer	n	1219	0	0	0
46131	63956	combinatorics	n	1218	0	0	0.03
46141	63659	duffer	n	1217	0.01	0	0.11
46151	56487	vroom	n	1216	0	0	0.44
46161	63487	lasing	n	1215	0	0	0.02
46171	56658	deciliter	n	1214	0	0	0
46181	55986	doctrinaire	j	1213	0	0	0.02
46191	62594	countersink	n	1212	0	0	0
46201	57737	originalism	n	1211	0	0	0.15
46211	57158	dishtowel	n	1209	0	0	0.06
46221	60210	fixated	j	1209	0	0	0
46231	57153	toe-to-toe	j	1208	0	0	0
46241	56434	regular-sized	j	1207	0	0	0.03
46251	57037	sex-related	j	1206	0	0	0.03
46261	57391	horseshoe-shaped	j	1205	0	0	0.01
46271	56233	preclearance	n	1204	0	0	0
46281	59310	deconvolution	n	1203	0	0	0.07
46291	60778	demoralizing	j	1203	0	0	0
46301	62386	dugong	n	1202	0	0	0.04
46311	60420	lodestone	n	1200	0	0	0
46321	57371	strengths-based	j	1199	0	0	0.2
46331	58510	turbinado	n	1198	0	0	0.09
46341	59671	dual-boot	j	1198	0	0	0.03
46351	58720	theodicy	n	1197	0	0	0.07
46361	57520	bopper	n	1196	0	0	0.41
46371	62613	negroid	j	1195	0	0	0.57
46381	57487	anti-americanism	n	1194	0.01	0	0.07
46391	58281	butyric	j	1193	0.01	0	0.12
46401	58043	rehear	v	1192	0	0	0.08
46411	57522	near-universal	j	1191	0	0	0.01
46421	56309	blobby	j	1190	0.01	0	0.34
46431	57281	single-serving	j	1189	0	0	0.06
46441	57979	self-exam	n	1189	0	0	0.04
46451	57011	fruitlessly	r	1188	0	0	0
46461	62443	gemologist	n	1187	0	0	0.06
46471	56529	nontherapeutic	j	1186	0	0	0.05
46481	57182	disfavor	n	1185	0.01	0	0
46491	57646	plebeian	j	1184	0	0	0.11
46501	57514	variegation	n	1184	0	0	0.05
46511	58600	glissando	n	1183	0	0	0.01
46521	57536	ice-covered	j	1181	0	0	0.01
46531	60007	redial	j	1181	0	0	0.04
46541	57384	crunchiness	n	1180	0.01	0	0
46551	57776	rearmost	j	1178	0	0	0
46561	57511	regularization	n	1177	0	0	0.13
46571	57949	proteomic	j	1177	0	0	0.11
46581	65196	precalculus	n	1176	0	0	0.07
46591	58088	amateurism	n	1175	0	0	0.11
46601	60409	breaststroke	v	1174	0	0	0.03
46611	57895	rainout	n	1173	0	0	0.02
46621	56582	officious	j	1172	0	0	0.04
46631	57910	quick-change	j	1171	0	0	0.07
46641	60685	hibachi	n	1170	0	0	0.01
46651	58105	uncaused	j	1169	0	0	0.04
46661	60702	partaking	n	1168	0	0	0
46671	61021	aired	j	1167	0	0	0.06
46681	58055	municipally	r	1166	0	0	0.02
46691	58326	pollock	n	1165	0	0	0
46701	57548	gentility	n	1164	0	0	0.02
46711	58255	unbuckle	v	1163	0	0	0.05
46721	58099	pomade	n	1161	0	0	0
46731	59900	ionizing	j	1161	0	0	0.01
46741	62645	diacritic	n	1160	0	0	0.09
46751	61124	nuclease	n	1159	0	0	0
46761	57386	three-month-old	j	1158	0	0	0.05
46771	58285	moonwalk	n	1157	0.01	0	0.2
46781	57621	rights-based	j	1156	0	0	0.06
46791	58101	well-bred	j	1155	0	0	0.05
46801	65766	piperine	n	1153	0	0	0.01
46811	58102	tactless	j	1153	0	0	0.03
46821	58904	Danish	n	1152	0	0	1
46831	57465	inconstant	j	1152	0	0	0.02
46841	60711	fibronectin	n	1151	0	0	0
46851	57616	top-grade	j	1150	0	0	0.04
46861	59415	ruffed	j	1150	0	0	0.47
46871	58004	open-hearted	j	1149	0	0	0.02
46881	58524	industrial-scale	j	1148	0	0	0.04
46891	62917	headstand	n	1147	0	0	0
46901	58444	high-order	j	1146	0	0	0.03
46911	58310	broad-minded	j	1145	0	0	0.03
46921	60112	pneuma	n	1144	0	0	0
46931	58220	apoplexy	n	1143	0	0	0.07
46941	57398	feather-light	j	1142	0	0	0.06
46951	58799	disease-resistant	j	1142	0	0	0.05
46961	59791	listlessness	n	1141	0	0	0
46971	58817	shrouded	j	1140	0	0	0
46981	58050	self-medication	n	1139	0.01	0	0.09
46991	53271	remunerative	j	1138	0	0	0.01
47001	58525	coarse-grained	j	1137	0	0	0.04
47011	57573	contradistinction	n	1136	0	0	0
47021	60304	mycology	n	1136	0	0	0.21
47031	59849	eosinophilia	n	1135	0	0	0
47041	58560	greediness	n	1134	0	0	0
47051	59285	equilibration	n	1133	0	0	0.09
47061	58419	flatterer	n	1132	0	0	0.03
47071	59128	latticework	n	1131	0	0	0
47081	59493	vulval	j	1130	0	0	0.1
47091	58614	four-leaf	j	1129	0	0	0.06
47101	62608	regenerator	n	1128	0	0	0.04
47111	58126	unmediated	j	1127	0	0	0.01
47121	61276	fishfinder	n	1126	0	0	0.07
47131	58684	t-bone	j	1125	0	0	0.8
47141	59127	footplate	n	1125	0	0	0.1
47151	58922	offside	n	1124	0.01	0	0.07
47161	60190	meadowlark	n	1123	0	0	0.54
47171	58345	unasked	j	1122	0	0	0.04
47181	58553	craftily	r	1122	0	0	0.01
47191	59116	gayness	n	1121	0	0	0.04
47201	60876	three-round	j	1120	0	0	0
47211	58738	cross-check	v	1119	0	0	0.05
47221	62267	groupware	n	1118	0	0	0.02
47231	59063	distressingly	r	1118	0	0	0.01
47241	59096	aerobically	r	1117	0	0	0.02
47251	58533	sobriquet	n	1116	0	0	0
47261	60704	cholangitis	n	1115	0	0	0
47271	61139	diplopia	n	1114	0	0	0
47281	58554	finitely	r	1113	0	0	0.03
47291	63169	pouch	v	1112	0.01	0	0.18
47301	60116	adjudicative	j	1111	0	0	0.06
47311	58651	eighty-nine	m	1110	0.01	0	0.45
47321	57165	low-water	j	1109	0	0	0.03
47331	59895	blemished	j	1109	0	0	0
47341	58946	single-purpose	j	1108	0	0	0.04
47351	62315	pion	n	1108	0	0	0.03
47361	59262	v-shape	n	1107	0	0	0.78
47371	58913	most-wanted	j	1106	0	0	0.09
47381	59365	bellhop	n	1106	0	0	0.05
47391	65010	tubed	j	1106	0	0	0
47401	59409	untalented	j	1105	0	0	0.04
47411	60072	collimate	v	1104	0	0	0.02
47421	63572	beavertail	n	1103	0	0	0.07
47431	60531	Jacksonian	j	1103	0	0	1
47441	60937	rocketeer	n	1102	0	0	0.77
47451	59321	Wagnerian	j	1101	0	0	1
47461	59882	cloture	n	1100	0	0	0
47471	59497	nonrecyclable	j	1099	0.01	0	0.04
47481	58513	dissimulation	n	1098	0	0	0.07
47491	59720	gibbous	j	1098	0	0	0.08
47501	59296	direct-mail	j	1097	0	0	0.05
47511	63199	hyperspectral	j	1096	0	0	0.17
47521	58969	dangerousness	n	1095	0	0	0
47531	58610	place-name	n	1094	0	0	0.09
47541	59476	voter-approved	j	1094	0	0	0.02
47551	59801	cherry-picking	n	1093	0	0	0.08
47561	61556	jangle	n	1093	0	0	0.01
47571	59229	junctional	j	1091	0	0	0.07
47581	61806	Umbrian	j	1090	0	0	1
47591	59333	desert-like	j	1089	0	0	0
47601	60527	electroencephalogram	n	1089	0	0	0
47611	69001	hosanna	n	1087	0	0	0
47621	58582	allurement	n	1086	0	0	0
47631	59716	ovulatory	j	1086	0	0	0.04
47641	62618	sparing	j	1085	0.01	0	0.01
47651	58911	coextensive	j	1084	0	0	0
47661	59687	nubile	j	1084	0	0	0.02
47671	57341	soul-searching	j	1083	0	0	0
47681	59385	fine-toothed	j	1081	0	0	0
47691	61492	wizened	j	1081	0	0	0
47701	63285	mordant	n	1080	0	0	0.02
47711	59546	wind-driven	j	1079	0	0	0.11
47721	60052	laser-guided	j	1079	0	0	0.11
47731	62180	collodion	n	1078	0	0	0.02
47741	60106	reflation	n	1077	0	0	0.07
47751	59880	whippersnapper	n	1076	0	0	0.05
47761	63712	fantail	n	1076	0	0	0.08
47771	60019	rudbeckia	n	1075	0	0	0.8
47781	64088	quire	n	1074	0	0	0.05
47791	60339	sarcoplasmic	j	1073	0	0	0.07
47801	64395	supraspinatus	n	1072	0	0	0
47811	62582	overtighten	v	1071	0.01	0	0.06
47821	59960	ill-tempered	j	1070	0	0	0.02
47831	59375	teasingly	r	1069	0	0	0.03
47841	64846	cholinesterase	n	1069	0	0	0
47851	61312	pre-processing	j	1068	0	0	0.05
47861	59872	flippantly	r	1067	0	0	0
47871	58947	well-diversified	j	1066	0	0	0
47881	65829	phosphatidylserine	n	1065	0	0	0.02
47891	59751	energy-rich	j	1064	0	0	0.03
47901	59993	sagely	r	1063	0	0	0.01
47911	60402	Latin-american	j	1062	0	0	1
47921	59839	sleekly	r	1061	0	0	0.08
47931	61965	D-shaped	j	1060	0	0	0.98
47941	60159	super-powerful	j	1059	0	0	0.02
47951	60667	apposition	n	1059	0	0	0.01
47961	67111	soled	j	1058	0	0	0
47971	60403	unfitting	j	1057	0.01	0	0.01
47981	61199	norte	n	1056	0	0	0.83
47991	62727	grackle	n	1055	0	0	0.23
48001	60547	salvific	j	1054	0	0	0
48011	59646	thighbone	n	1053	0	0	0
48021	60264	laudatory	j	1053	0	0	0.01
48031	60143	nostrum	n	1052	0	0	0.29
48041	65348	triamcinolone	n	1051	0	0	0
48051	64877	revenant	j	1051	0	0	0.75
48061	60262	silver-haired	j	1050	0	0	0.09
48071	60178	laboratory-based	j	1049	0	0	0.03
48081	59951	straight-a	j	1048	0.01	0	0.1
48091	60643	legendarily	r	1047	0	0	0.02
48101	60571	gold-colored	j	1046	0	0	0.02
48111	64776	self-storage	n	1045	0	0	0.06
48121	60596	honking	j	1044	0.01	0	0
48131	61367	biographic	j	1043	0	0	0.08
48141	60559	tie-dyed	j	1042	0	0	0.07
48151	59724	floury	j	1042	0	0	0.04
48161	63671	ribonucleic	j	1041	0	0	0.09
48171	60503	socioemotional	j	1041	0	0	0.07
48181	61710	notochord	n	1040	0	0	0
48191	60273	pliability	n	1039	0	0	0
48201	62079	crinkled	j	1037	0	0	0
48211	61884	demineralization	n	1037	0	0	0.04
48221	60688	accessibly	r	1036	0.01	0	0.04
48231	63110	cobia	n	1035	0	0	0
48241	61909	gumline	n	1035	0	0	0
48251	62033	antlerless	j	1034	0	0	0.1
48261	60456	subsidiarity	n	1033	0	0	0.12
48271	62276	emptied	j	1032	0	0	0.08
48281	60927	mercantilist	n	1031	0	0	0.05
48291	61541	craftsperson	n	1030	0	0	0
48301	60163	land-owning	j	1029	0	0	0.01
48311	60848	heteronormative	j	1028	0.01	0	0.01
48321	63491	blepharoplasty	n	1028	0	0	0.03
48331	60419	wide-mouth	j	1027	0	0	0.08
48341	59986	breastwork	n	1026	0	0	0.01
48351	63955	hull	v	1026	0.01	0	0
48361	60879	overdevelopment	n	1025	0.01	0	0.07
48371	62439	avoider	n	1024	0.01	0	0.03
48381	60684	impeachable	j	1023	0	0	0.01
48391	63119	zoot	n	1021	0	0	0.47
48401	60977	manchego	n	1020	0.01	0	0.47
48411	61315	hillbilly	n	1019	0	0	0
48421	61996	tanager	n	1018	0	0	0.33
48431	61155	bairn	n	1017	0	0	0.38
48441	55152	cottager	n	1016	0	0	0
48451	66834	azurite	n	1015	0	0	0.08
48461	60823	drizzly	j	1014	0	0	0
48471	63226	mutualism	n	1014	0	0	0.08
48481	59855	sham	j	1013	0	0	0.1
48491	60188	fleece-lined	j	1012	0	0	0.12
48501	61065	licentiate	n	1012	0	0	0.58
48511	63397	preselect	v	1011	0.01	0	0
48521	67630	carnelian	n	1010	0	0	0.04
48531	63805	slashing	n	1010	0.01	0	0
48541	61242	protectiveness	n	1009	0	0	0
48551	60675	hundredweight	n	1008	0	0	0.03
48561	72270	plink	n	1007	0	0	0.23
48571	64605	mangosteen	n	1007	0	0	0.06
48581	63341	leukopenia	n	1006	0	0	0
48591	61524	chewiness	n	1005	0.01	0	0
48601	61304	ear-to-ear	j	1004	0	0	0.01
48611	62622	multilingualism	n	1003	0	0	0.15
48621	61667	site-based	j	1002	0	0	0.14
48631	61417	evaluable	j	1001	0	0	0.02
48641	61493	extra-legal	j	1000	0	0	0.03
48651	63378	overpopulated	j	1000	0.01	0	0
48671	61626	twenty-minute	j	998	0	0	0.03
48681	63314	bachata	n	997	0	0	0
48691	60785	mensch	n	996	0	0	0.42
48701	62320	tigress	n	995	0	0	0.28
48711	61208	youngish	j	995	0	0	0.02
48721	62431	megalopolis	n	994	0.01	0	0.17
48731	61555	discordance	n	993	0	0	0.04
48741	61027	grid-connected	j	992	0	0	0.05
48751	62524	butadiene	n	992	0	0	0
48761	61546	half-dead	j	991	0	0	0.03
48771	61914	non-genetic	j	990	0	0	0.07
48781	62888	blockhead	n	990	0.01	0	0
48791	61060	plunderer	n	988	0	0	0.15
48801	63036	medkit	n	988	0	0	0.09
48811	61843	fab	n	987	0	0	0
48821	61608	dressed-up	j	986	0	0	0.04
48831	64125	phrasebook	n	986	0	0	0.09
48841	61438	drizzly	r	985	0	0	0
48851	62207	oboist	n	984	0	0	0.09
48861	61977	non-participation	n	983	0	0	0.07
48871	63570	excimer	n	981	0	0	0.03
48881	61913	too-small	j	981	0	0	0.01
48891	64256	eland	n	980	0	0	0
48901	62067	dehiscence	n	980	0	0	0
48911	62711	juxtaposed	j	979	0.01	0	0.03
48921	60878	free-born	j	978	0	0	0.08
48931	62293	norm-referenced	j	978	0	0	0.1
48941	62384	cluelessness	n	977	0.01	0	0
48951	61316	accident-prone	j	976	0	0	0.03
48961	63787	pre-agreed	j	975	0.01	0	0
48971	61289	Futurist	j	974	0	0	1
48981	62024	irrefutably	r	974	0	0	0.02
48991	62332	fast-rising	j	973	0	0	0.04
49001	62541	raker	n	972	0	0	0.13
49011	62248	suggestible	j	971	0	0	0.03
49021	62931	riven	j	970	0	0	0.32
49031	61010	sevenfold	r	970	0	0	0.19
49041	62411	afrocentric	j	969	0	0	0.85
49051	62416	cowlick	n	968	0	0	0.04
49061	66931	mung	v	967	0	0	0
49071	62314	unromantic	j	967	0	0	0.01
49081	62592	freestone	n	966	0	0	0.14
49091	61993	extractable	j	965	0	0	0.03
49101	63819	windsock	n	965	0	0	0.05
49111	62435	commodify	v	964	0	0	0
49121	69234	sencha	n	963	0	0	0
49131	62282	pock	v	962	0.01	0	0
49141	61816	swingy	j	961	0	0	0.03
49151	62643	unappreciative	j	960	0.01	0	0
49161	64880	paling	n	959	0	0	0.16
49171	65781	rammed	j	958	0	0	0
49181	60805	dynamite	v	957	0	0	0.37
49191	62906	videocassette	n	957	0.01	0	0
49201	62478	retrench	v	956	0.01	0	0
49211	62481	tear-gas	n	955	0.01	0	0.04
49221	62492	coaxing	n	954	0.01	0	0
49231	62497	dysarthria	n	953	0	0	0.12
49241	63922	wagoneer	n	953	0	0	0.9
