This sample contains frequency information for every tenth word (word #131, 141, 151, etc) in the top 60,000 word list from iWeb.
-- The list is lemmatized, meaning that all "inflected" forms are included. For example, "get" (#41) is 
the combined frequency of get, gets, got, gotten, and getting.
-- There is also a "word forms" list, which has each form and its frequency as separate columns.

-------------------------------

More information:

https://www.wordfrequency.info: Word frequency lists (from iWeb, COCA, and more)
https://corpus.byu.edu/iweb/: iWeb corpus (14 billion words, 22 million words, 95,000 selected websites)
http://davies-linguistics.byu.edu/: Mark Davies (creator of the iWeb corpus)

-------------------------------

-- A word may appear multiple times in the list, each for a different part of speech (e.g. "strike" as a noun and as a verb).
-- Some words are parts of multi-word expressions, especially for adverbs ("r"), conjunctions ("c"), and prepositions ("i").
For example, "light" as a preposition (#6592) is part of the phrase "in light of".

* "wordID" corresponds in most cases to the ranking (1-60,000). It can safely be ignored in most cases, although it will provide a 
way to match up this data with the collocates or n-grams data.
* pos = part of speech (the first letter from the PoS codes at http://ucrel.lancs.ac.uk/claws7tags.html)
* "Range" is the percentage of the ~95,000 websites that have the word at least once.
* "Range10" is the percentage of the ~95,000 websites that have the word at least ten times.
* "Caps" is the percentage of forms of the word that are capitalized. This is especially useful for nouns, where 
capitalization is often a marker of proper nouns. (Proper nouns are not included in the list, but there are
many words that "straddle" the line between common and proper nouns, e.g. Rice/rice, Brown/brown, Beach/beach).


rank	wordID	word	PoS	frequency	range	range10	caps
49251	63223	hydrophone	n	952	0	0	0.01
49261	64945	lincoln	n	952	0	0	0.04
49271	62522	he-man	n	951	0	0	0.75
49281	63173	haberdasher	n	950	0	0	0.4
49291	62530	squint	n	950	0.01	0	0
49301	62543	scrollwork	n	949	0	0	0
49311	62897	disbarment	n	948	0	0	0
49321	62547	climbable	j	948	0.01	0	0.03
49331	65512	neuroradiology	n	947	0	0	0.07
49341	63067	fullerene	n	946	0	0	0.07
49351	62569	forearmed	j	945	0.01	0	0.05
49361	62937	mistrustful	j	944	0.01	0	0
49371	61237	odor-free	j	943	0	0	0.05
49381	63324	thoracotomy	n	942	0	0	0
49391	62607	milker	n	941	0	0	0
49401	63859	seborrhea	n	940	0	0	0
49411	62623	chandler	n	939	0.01	0	0
49421	61937	indisposed	j	939	0	0	0.02
49431	62641	temperamentally	r	938	0.01	0	0.07
49441	63673	precertification	n	937	0	0	0.12
49451	62661	inconceivably	r	936	0.01	0	0
49461	64564	pulse-pounding	j	935	0.01	0	0.01
49471	62679	unavailing	j	934	0.01	0	0
49481	71509	dragger	n	933	0	0	0
49491	62696	obsolescent	j	932	0.01	0	0.05
49501	63602	fornix	n	931	0	0	0
49511	66019	cocobolo	n	931	0	0	0
49521	62722	amiably	r	929	0.01	0	0
49531	62732	colonnaded	j	928	0	0	0.03
49541	62736	houseful	n	927	0.01	0	0.06
49551	63357	psychophysiological	j	926	0	0	0.07
49561	64995	tularemia	n	925	0	0	0
49571	63444	mannose	n	923	0	0	0
49581	63069	browsable	j	922	0.01	0	0.02
49591	63195	Hausa	n	921	0	0	1
49601	63888	injera	n	920	0	0	0
49611	62802	thanatos	n	919	0	0	0.8
49621	63643	pansexual	j	918	0	0	0.03
49631	61272	tutee	n	918	0	0	0.03
49641	63935	spiff	v	917	0.01	0	0.08
49651	61083	security-conscious	j	916	0	0	0.04
49661	62832	retighten	v	915	0.01	0	0.13
49671	65076	mola	n	914	0	0	0.13
49681	62858	lugger	n	914	0	0	0.38
49691	62860	scalping	n	913	0	0	0.08
49701	63750	trichloroethylene	n	912	0	0	0
49711	66624	amylose	n	911	0	0	0
49721	62883	treasonable	j	911	0	0	0.02
49731	65450	radiused	j	910	0	0	0.06
49741	68130	nonwoven	j	910	0	0	0
49751	62903	forlornly	r	909	0.01	0	0
49761	63700	sociopathy	n	909	0	0	0
49771	63230	vinifera	n	908	0	0	0
49781	63289	sonographic	j	907	0	0	0.09
49791	63430	backwardation	n	907	0	0	0.08
49801	62934	hussy	n	906	0	0	0.29
49811	63424	shrimper	n	905	0	0	0.34
49821	62960	vaporetto	n	904	0	0	0
49831	63769	hyphenate	v	903	0	0	0.07
49841	64002	bastardize	v	902	0.01	0	0
49851	62986	scram	v	901	0	0	0.07
49861	62998	slipshod	j	900	0.01	0	0.03
49871	63593	incoordination	n	899	0	0	0.01
49881	63022	chirality	n	898	0	0	0.09
49891	63026	conceptualisation	n	897	0	0	0.03
49901	63042	astrologically	r	896	0	0	0.17
49911	64789	tagless	j	896	0	0	0.12
49921	63060	tiffany	n	895	0	0	0
49931	63061	self-aggrandizing	j	894	0.01	0	0
49941	63080	pertinently	r	893	0.01	0	0.05
49951	65019	croaker	n	892	0	0	0.05
49961	65065	undeserving	j	891	0	0	0
49971	64234	courant	j	890	0	0	0.38
49981	63121	stella	n	890	0.01	0	0
49991	64462	deke	n	889	0	0	0.1
50001	63666	arachnoid	j	888	0	0	0.08
50011	63156	well-padded	j	887	0.01	0	0.03
50021	63164	unlettered	j	886	0	0	0.05
50031	63176	stimulative	j	885	0	0	0.02
50041	63510	mercuric	j	883	0	0	0.16
50051	71953	consol	n	883	0	0	0.19
50061	64023	buzzkill	n	881	0.01	0	0
50071	63227	shoot-em-up	n	880	0	0	0.04
50081	64476	estriol	n	880	0	0	0
50091	63482	scoffer	n	879	0	0	0.03
50101	63253	obstructionism	n	878	0.01	0	0.02
50111	69707	bagging	n	878	0	0	0
50121	63257	hot-blooded	j	877	0.01	0	0.08
50131	64483	enthronement	n	876	0	0	0.1
50141	63276	cancellous	j	874	0	0	0.07
50151	64857	pomelo	n	874	0	0	0
50161	63290	joyfulness	n	873	0.01	0	0
50171	63683	retrogression	n	871	0	0	0.02
50181	63310	impetuosity	n	871	0	0	0
50191	63605	overtire	v	869	0.01	0	0
50201	64264	Kickapoo	n	868	0	0	0.98
50211	63952	isoprene	n	867	0	0	0
50221	64376	Sassanian	j	866	0	0	1
50231	63848	deviancy	n	866	0.01	0	0
50241	64533	gracile	j	865	0	0	0.01
50251	63785	rewritable	j	864	0	0	0.05
50261	63379	polemicist	n	863	0.01	0	0.01
50271	67260	kama	n	863	0	0	0
50281	72566	guildhall	n	862	0	0	0
50291	62167	non-metropolitan	j	861	0	0	0.06
50301	63692	judicature	n	860	0	0	0.53
50311	63435	housecleaning	n	859	0.01	0	0
50321	66878	dink	v	859	0	0	0.03
50331	63454	daintily	r	858	0.01	0	0.02
50341	63461	sorrowfully	r	857	0.01	0	0.05
50351	66469	plagued	j	857	0.01	0	0.1
50361	65888	rhabdomyosarcoma	n	855	0	0	0.04
50371	64403	polydipsia	n	854	0	0	0
50381	65020	filariasis	n	854	0	0	0.02
50391	64026	manorial	j	853	0	0	0.12
50401	64681	waterlog	v	852	0	0	0.08
50411	67853	hoar	n	852	0	0	0.18
50421	65141	frappe	n	851	0	0	0
50431	63544	Thomistic	j	850	0	0	0.98
50441	63568	star-struck	j	849	0.01	0	0
50451	66749	passkey	n	849	0	0	0
50461	63579	anti-zionist	j	847	0	0	0.06
50471	64455	tickling	n	846	0	0	0
50481	63850	seaworthiness	n	846	0	0	0
50491	63604	definer	n	845	0	0	0.36
50501	64394	infrasound	n	844	0	0	0
50511	64015	granulosa	n	844	0	0	0
50521	63633	off-speed	j	843	0	0	0.01
50531	63637	fore-end	n	842	0	0	0.02
50541	63941	stepless	j	842	0	0	0.1
50551	65364	passionflower	n	841	0	0	0.15
50561	69265	pinnate	j	840	0	0	0
50571	63689	submersible	n	839	0	0	0
50581	64657	snakehead	n	838	0	0	0.03
50591	66092	gambrel	n	837	0	0	0.08
50601	64583	bioburden	n	837	0	0	0
50611	63721	importunity	n	836	0	0	0
50621	67263	wedged	j	834	0	0	0.02
50631	63764	Thomist	n	833	0	0	0.98
50641	64355	flowable	j	833	0	0	0.08
50651	65740	sonics	n	832	0	0	0
50661	63792	nasolabial	j	831	0	0	0.05
50671	64213	crankiness	n	831	0.01	0	0
50681	63811	incorrectness	n	830	0.01	0	0.01
50691	63821	manioc	n	829	0	0	0.05
50701	63829	picture-postcard	j	828	0.01	0	0.02
50711	65044	quicklime	n	828	0	0	0
50721	64549	turgor	n	827	0	0	0
50731	68580	salwar	n	826	0	0	0.03
50741	64142	zina	n	825	0	0	0.16
50751	68107	chapeau	n	825	0	0	0.03
50761	63879	interrelatedness	n	824	0.01	0	0
50771	63893	fishable	j	823	0	0	0
50781	63912	classifiable	j	822	0	0	0.02
50791	63923	Avar	n	821	0	0	0.98
50801	69752	exploder	n	821	0	0	0.18
50811	65969	kneeboard	n	820	0	0	0.06
50821	65538	diploid	n	818	0	0	0
50831	64288	mesenchyme	n	818	0	0	0
50841	65543	hindbrain	n	817	0	0	0
50851	66360	scab	v	816	0	0	0
50861	69368	Bangladeshi	n	815	0	0	1
50871	63993	delusive	j	815	0	0	0.01
50881	64012	enlistee	n	814	0	0	0.02
50891	64296	glitterati	n	813	0.01	0	0
50901	64034	self-congratulation	n	813	0.01	0	0.02
50911	64050	radiographically	r	812	0	0	0.14
50921	64513	foundationalism	n	811	0	0	0.11
50931	64061	improvisatory	j	811	0	0	0
50941	65060	modularization	n	810	0	0	0.15
50951	64608	crawdad	n	810	0	0	0
50961	65283	allyl	n	809	0	0	0
50971	64099	fluttery	j	808	0.01	0	0.02
50981	64387	haematoma	n	807	0	0	0
50991	65314	anomie	n	807	0	0	0
51001	64117	endocervical	j	806	0	0	0.08
51011	64824	prefatory	j	805	0	0	0.14
51021	65047	laudanum	n	805	0	0	0
51031	70165	satiated	j	804	0	0	0
51041	69505	hackberry	n	803	0	0	0.09
51051	64163	shortish	j	802	0.01	0	0.03
51061	64908	fontina	n	802	0	0	0.08
51071	64172	discreditable	j	801	0	0	0
51081	64180	hippogriff	n	800	0	0	0.75
51091	64189	beriberi	n	799	0	0	0.2
51101	67020	tentacled	j	798	0	0	0
51111	64740	homeobox	n	798	0	0	0.02
51121	66197	shinny	n	796	0	0	0
51131	64580	vampyre	n	796	0	0	0.55
51141	67681	upshift	v	795	0	0	0
51151	64257	microglial	j	794	0	0	0.07
51161	64924	narrow-gauge	j	793	0	0	0.02
51171	65326	nucleated	j	792	0	0	0
51181	67424	mender	n	792	0	0	0.13
51191	65094	Khazarian	j	791	0	0	1
51201	72446	Ashanti	n	790	0	0	1
51211	64775	expatriation	n	790	0	0	0.13
51221	64326	projectable	j	789	0	0	0.03
51231	64336	unendurable	j	788	0.01	0	0
51241	64345	cryptologic	j	787	0	0	0.58
51251	65675	flextime	n	786	0	0	0.16
51261	66486	locavore	n	785	0	0	0.05
51271	65149	Antiochian	j	785	0	0	1
51281	64391	pathophysiologic	j	784	0	0	0.07
51291	64400	underlayer	n	783	0	0	0
51301	64410	psychologic	j	782	0	0	0.08
51311	64425	cross-shaped	j	781	0.01	0	0.03
51321	65291	ring-tailed	j	781	0	0	0.36
51331	64437	betoken	v	780	0	0	0
51341	64457	armload	n	779	0.01	0	0
51351	64464	unwearable	j	778	0.01	0	0
51361	67480	giveback	n	777	0	0	0.18
51371	64906	revivalism	n	776	0	0	0.17
51381	64484	self-hating	j	776	0	0	0.03
51391	71851	booke	n	775	0	0	0
51401	66903	boppy	j	774	0	0	0.46
51411	64526	extrahepatic	j	773	0	0	0.08
51421	64987	armamentarium	n	773	0	0	0
51431	64552	pickoff	n	772	0	0	0
51441	64567	self-controlled	j	771	0	0	0.02
51451	65372	syncopate	v	771	0	0	0
51461	64986	saccade	n	770	0	0	0.02
51471	64586	benignly	r	769	0.01	0	0
51481	65035	porphyrin	n	768	0	0	0
51491	64620	unhitch	v	767	0	0	0.05
51501	64627	unpermitted	j	767	0	0	0.06
51511	64643	deckchair	n	766	0	0	0.21
51521	65894	biaxial	j	765	0	0	0.17
51531	64663	imbroglio	n	764	0.01	0	0
51541	64668	purgation	n	763	0	0	0.11
51551	65970	non-playing	j	763	0	0	0.08
51561	64687	lugubrious	j	762	0.01	0	0.02
51571	64690	headnote	n	761	0	0	0.09
51581	64975	foveal	j	761	0	0	0.04
51591	66338	impenitent	j	759	0	0	0.02
51601	64971	permed	j	759	0	0	0.06
51611	64734	poppycock	n	758	0.01	0	0.18
51621	64742	unclogged	j	757	0.01	0	0.03
51631	65544	Amoxicillin	n	757	0	0	1
51641	64761	outlandishly	r	756	0.01	0	0
51651	66286	revalidate	v	755	0	0	0
51661	65174	sunna	n	754	0	0	0.24
51671	67799	Ethiopic	j	754	0	0	0.97
51681	64792	crudity	n	753	0.01	0	0
51691	65542	metalsmith	n	752	0	0	0
51701	64810	progressiveness	n	752	0.01	0	0.04
51711	67672	sickbay	n	751	0	0	0.03
51721	65673	guardhouse	n	750	0	0	0.02
51731	64828	usurious	j	750	0	0	0.03
51741	64844	court-martialed	j	749	0	0	0
51751	65584	transcendentalism	n	749	0	0	0.44
51761	64858	decipherment	n	748	0	0	0.04
51771	66357	sofrito	n	747	0	0	0.01
51781	65694	fettle	n	746	0	0	0
51791	67369	phantasmal	j	745	0	0	0.26
51801	69646	somite	n	745	0	0	0.05
51811	64907	nonperformance	n	744	0	0	0
51821	64915	protectable	j	743	0	0	0.01
51831	65739	nard	n	742	0	0	0
51841	66764	robocall	n	742	0	0	0
51851	64951	floorpan	n	741	0	0	0
51861	65928	remanufacture	v	740	0	0	0.02
51871	64955	epicycle	n	740	0	0	0
51881	64974	diskless	j	739	0	0	0.23
51891	66042	enfeeble	v	738	0	0	0
51901	64999	oestradiol	n	738	0	0	0.2
51911	65002	astigmatic	j	737	0	0	0.04
51921	65643	pulpwood	n	737	0	0	0
51931	65023	palaeontologist	n	736	0	0	0.01
51941	67587	disregarded	j	736	0	0	0
51951	66174	woodcarver	n	735	0	0	0.02
51961	65678	hoaxer	n	734	0	0	0.02
51971	67374	trichotillomania	n	733	0	0	0
51981	65064	unwatched	j	733	0	0	0.08
51991	65074	prophylactically	r	732	0	0	0.02
52001	67556	antedate	v	732	0	0	0
52011	65089	upliftment	n	731	0	0	0.03
52021	65110	downwardly	r	730	0	0	0
52031	69360	mopping	n	730	0	0	0
52041	65123	maladjustment	n	729	0	0	0.03
52051	65130	anomalously	r	728	0	0	0.02
52061	66863	hellebore	n	728	0	0	0.08
52071	65527	ionomer	n	727	0	0	0.02
52081	65933	witch	v	726	0.01	0	0.16
52091	66404	flub	v	725	0.01	0	0
52101	65171	countersuit	n	725	0	0	0
52111	66168	puffery	n	724	0	0	0
52121	66556	sorcerous	j	723	0	0	0.15
52131	65796	whirring	n	722	0.01	0	0
52141	67311	Austronesian	j	722	0	0	1
52151	66009	neurofibroma	n	721	0	0	0.06
52161	65240	unrepairable	j	720	0.01	0	0
52171	65244	siliceous	j	719	0	0	0.04
52181	65600	vegetable	j	719	0.01	0	0
52191	65265	aire	n	718	0	0	0
52201	65270	clavicular	j	717	0	0	0.06
52211	65293	high-handed	j	716	0.01	0	0
52221	67616	Safavid	j	716	0	0	1
52231	65311	joshua	n	715	0	0	0.09
52241	65751	technophobe	n	714	0.01	0	0.02
52251	65331	suprapubic	j	714	0	0	0.11
52261	65337	Thatcherite	j	713	0	0	1
52271	68322	whitewashing	n	712	0	0	0.04
52281	65354	sitting-room	n	712	0	0	0.03
52291	66691	babymoon	n	712	0	0	0.11
52301	65369	chimerical	j	711	0	0	0.02
52311	65382	gofer	n	711	0	0	0.27
52321	65792	encomium	n	710	0	0	0.05
52331	66466	measurability	n	710	0	0	0
52341	65413	zero-point	j	709	0	0	0.05
52351	65416	replicative	j	708	0	0	0.01
52361	65431	underflow	n	707	0	0	0
52371	68467	cefuroxime	n	707	0	0	0
52381	65456	treasure-trove	n	706	0.01	0	0
52391	66743	chromophore	n	705	0	0	0
52401	65473	compressional	j	705	0	0	0.04
52411	65823	soliton	n	704	0	0	0.05
52421	69123	step-brother	n	704	0	0	0.04
52431	65490	darky	n	703	0	0	0.24
52441	65948	olivary	j	702	0	0	0.15
52451	65496	balladry	n	702	0	0	0
52461	66435	woodie	n	702	0	0	0.19
52471	67293	trainability	n	701	0	0	0.02
52481	66112	gabardine	n	700	0	0	0
52491	65536	glottal	j	700	0	0	0.04
52501	67520	oft-used	j	699	0.01	0	0
52511	65982	soundman	n	698	0	0	0
52521	66877	cirrhotic	j	697	0	0	0.06
52531	65568	diacritical	j	697	0	0	0.04
52541	65590	dirtiness	n	696	0.01	0	0
52551	67011	middle-class	n	695	0	0	0.02
52561	65599	unreasonableness	n	695	0	0	0.02
52571	65619	dizzyingly	r	694	0.01	0	0.02
52581	58622	loud-mouthed	j	694	0	0	0
52591	65634	life-support	n	693	0	0	0
52601	65646	Aurignacian	j	692	0	0	1
52611	66630	egoic	j	692	0	0	0
52621	73981	backflip	v	691	0	0	0
52631	65670	nonpharmacologic	j	690	0	0	0.2
52641	66969	noise	v	690	0.01	0	0.07
52651	65681	overmatched	j	689	0	0	0
52661	70372	multitrack	v	689	0	0	0.25
52671	65716	yardwork	n	688	0.01	0	0
52681	66581	paraneoplastic	j	688	0	0	0.17
52691	65722	unlikelihood	n	687	0.01	0	0
52701	65735	diffusive	j	686	0	0	0.01
52711	67501	frogfish	n	686	0	0	0.04
52721	67364	cordite	n	685	0	0	0.04
52731	66138	collagenous	j	685	0	0	0.07
52741	65776	undereducated	j	684	0.01	0	0.06
52751	66456	domoic	j	683	0	0	0.13
52761	65788	squidgy	j	683	0	0	0
52771	66815	ident	j	682	0	0	0.36
52781	68110	Hanuman	n	681	0	0	1
52791	65821	glumly	r	681	0	0	0.02
52801	68077	anglerfish	n	680	0	0	0.05
52811	65852	unroasted	j	679	0	0	0.1
52821	67873	promotor	n	678	0	0	0.06
52831	66506	underclassman	n	677	0	0	0.02
52841	65879	rootsy	j	677	0	0	0.02
52851	66335	superweapon	n	676	0	0	0.03
52861	65905	koinonia	n	675	0	0	0.17
52871	68263	hypoglossal	n	675	0	0	0
52881	66567	foremast	n	673	0	0	0
52891	65930	caudally	r	673	0	0	0
52901	65940	strophe	n	672	0	0	0.12
52911	66818	billon	n	671	0	0	0
52921	67483	Nemean	j	671	0	0	0.98
52931	67734	hydrofluorocarbon	n	671	0	0	0.02
52941	65975	mannish	j	670	0	0	0.22
52951	65986	poky	j	669	0	0	0.16
52961	68419	sidetrack	n	669	0	0	0.05
52971	70010	uncoupling	n	668	0	0	0
52981	66012	identifiably	r	667	0.01	0	0
52991	68989	stumpage	n	667	0	0	0
53001	66916	chypre	n	666	0	0	0.04
53011	66038	intrusiveness	n	665	0.01	0	0
53021	66051	unprimed	j	664	0	0	0.19
53031	66482	blaming	n	664	0.01	0	0
53041	66744	dowser	n	663	0	0	0.08
53051	68109	microfilament	n	663	0	0	0.1
53061	66080	impassively	r	662	0	0	0
53071	66658	Mauritanian	j	661	0	0	1
53081	68434	holograph	n	661	0	0	0.05
53091	66107	sentimentalism	n	660	0	0	0.03
53101	67091	truckstop	n	660	0	0	0.03
53111	66808	quarterdeck	n	659	0	0	0.26
53121	70033	fritillary	n	659	0	0	0.23
53131	66147	unseasonal	j	658	0.01	0	0.04
53141	66159	deadfall	n	657	0	0	0
53151	68774	photogrammetric	j	656	0	0	0.06
53161	66537	adventurist	n	655	0	0	0.11
53171	66203	ethmoid	j	655	0	0	0.08
53181	66190	bioactivity	n	655	0	0	0.02
53191	66222	Neandertal	j	654	0	0	0.98
53201	66755	wonted	j	654	0	0	0
53211	66242	Kosovar	n	653	0	0	1
53221	67723	salvager	n	652	0	0	0.06
53231	67427	menu-driven	j	652	0	0	0.07
53241	66269	frankfurter	n	651	0	0	0
53251	68081	apigenin	n	650	0	0	0
53261	67181	ranker	n	650	0	0	0
53271	66305	untranslatable	j	649	0	0	0.03
53281	66320	sentimentally	r	648	0.01	0	0.02
53291	67804	cerise	j	647	0	0	0.47
53301	66673	viremia	n	647	0	0	0
53311	66355	sulfoxide	n	646	0	0	0
53321	67749	intramedullary	j	645	0	0	0.12
53331	66377	aseptically	r	644	0	0	0.18
53341	67130	biodegradability	n	644	0	0	0
53351	69944	pop-punk	n	643	0	0	0
53361	66401	time-bomb	n	643	0.01	0	0.03
53371	66406	unprofessionally	r	642	0.01	0	0
53381	67438	silicic	j	642	0	0	0.08
53391	67009	dickey	n	641	0	0	0.75
53401	66438	home-and-away	j	640	0	0	0
53411	67110	parmigiana	n	640	0	0	0
53421	66455	three-dimensionality	n	639	0	0	0
53431	66484	muntjac	n	638	0	0	0.48
53441	68131	catbird	n	638	0	0	0
53451	66491	demurely	r	637	0	0	0.03
53461	66512	scuzzy	j	636	0	0	0.02
53471	67251	tightwad	n	636	0	0	0
53481	67930	ellipsoid	j	635	0	0	0.09
53491	66533	cookie-cutter	n	635	0.01	0	0
53501	68146	osteoclast	n	634	0	0	0
53511	66918	choirboy	n	633	0	0	0.02
53521	66563	pendent	j	633	0	0	0.09
53531	66898	furred	j	633	0	0	0.08
53541	66593	magnocellular	j	632	0	0	0
53551	67266	kakapo	n	632	0	0	0.28
53561	66928	enamelware	n	631	0	0	0.16
53571	66616	infundibulum	n	630	0	0	0
53581	67921	ukiyo-e	n	630	0	0	0.07
53591	66621	affectively	r	629	0	0	0
53601	66639	parrot	v	628	0.01	0	0
53611	71322	hotbox	n	628	0	0	0.1
53621	67196	azoospermia	n	627	0	0	0
53631	66668	half-hourly	j	627	0	0	0.09
53641	66682	bitingly	r	626	0.01	0	0.03
53651	70388	commingling	n	626	0	0	0
53661	66698	formidably	r	625	0.01	0	0.02
53671	66707	diddle	n	624	0	0	0.5
53681	68301	gemology	n	624	0	0	0.04
53691	66716	tailwater	n	623	0	0	0
53701	66740	adorableness	n	622	0	0	0
53711	68250	laterite	n	622	0	0	0.03
53721	66748	hemiplegic	j	621	0	0	0.17
53731	66778	riotously	r	620	0	0	0.02
53741	67316	independency	n	620	0	0	0.03
53751	67603	valency	n	619	0	0	0.02
53761	66809	sweetish	j	618	0	0	0.03
53771	68378	klezmer	n	618	0	0	0.2
53781	71505	impaled	j	617	0	0	0
53791	66830	busing	n	616	0	0	0
53801	67729	borne	j	616	0	0	0
53811	68543	sphericity	n	615	0	0	0
53821	66855	transmittable	j	615	0	0	0
53831	67264	anatta	n	614	0	0	0
53841	70910	frass	n	613	0	0	0
53851	66896	moneybags	n	612	0	0	0.43
53861	67608	ship-to-ship	j	612	0	0	0.06
53871	72027	perfuse	v	611	0	0	0
53881	69330	prussic	j	611	0	0	0.09
53891	66939	backsliding	n	610	0	0	0
53901	67905	grasscloth	n	609	0	0	0.02
53911	66961	short-legged	j	609	0	0	0.04
53921	66981	popularizer	n	608	0	0	0
53931	69033	anti-gravity	n	608	0	0	0.06
53941	66986	repopulation	n	607	0	0	0.21
53951	67001	unassociated	j	607	0	0	0.05
53961	67004	crackerjack	n	606	0	0	0.14
53971	69872	wainscot	n	606	0	0	0.04
53981	68520	waxwing	n	605	0	0	0.26
53991	67030	shell-like	j	604	0	0	0.02
54001	67044	overlordship	n	604	0	0	0.02
54011	67937	birchbark	n	604	0	0	0.04
54021	67060	faddish	j	603	0.01	0	0
54031	67071	intellectualize	v	602	0	0	0
54041	68928	solidus	n	601	0	0	0.03
54051	67087	bullfinch	n	601	0	0	0.52
54061	67115	diegetic	j	600	0	0	0.05
54071	68826	noncommunicable	j	600	0	0	0.1
54081	67117	ignorable	j	599	0	0	0
54091	67142	creedal	j	599	0	0	0.05
54101	69499	paddlefish	n	598	0	0	0.06
54111	69336	acetazolamide	n	597	0	0	0
54121	67183	monoecious	j	596	0	0	0.05
54131	67557	megabuck	n	596	0	0	0
54141	67801	dunghill	n	596	0	0	0
54151	67189	autoregressive	j	595	0	0	0.2
54161	70436	Javanese	n	594	0	0	1
54171	67221	plaint	n	593	0	0	0.03
54181	73200	mele	n	593	0	0	0
54191	67249	operationalization	n	592	0	0	0.07
54201	67728	godlessness	n	592	0	0	0.02
54211	69393	graphology	n	591	0	0	0.03
54221	67276	mincer	n	590	0	0	0.36
54231	68952	speargun	n	590	0	0	0.05
54241	67779	collectibility	n	589	0	0	0.02
54251	67307	rheumatologic	j	589	0	0	0.12
54261	67751	boobie	n	588	0	0	0.09
54271	70359	spinout	n	588	0	0	0.03
54281	67331	packability	n	587	0	0	0.04
54291	67341	bailiwick	n	586	0	0	0
54301	71781	crossflow	n	585	0	0	0.04
54311	67378	frontally	r	585	0	0	0.12
54321	67816	bronchopulmonary	j	585	0	0	0.12
54331	67385	pugilistic	j	584	0	0	0.02
54341	67415	intrathoracic	j	583	0	0	0.04
54351	68336	crick	n	583	0	0	0
54361	68852	e-health	n	582	0	0	0.04
54371	67433	sexily	r	581	0	0	0
54381	69142	dogshit	n	581	0	0	0
54391	68291	ossified	j	580	0	0	0
54401	67793	catheterisation	n	580	0	0	0.11
54411	67456	bitchiness	n	580	0	0	0
54421	67479	fatalist	n	579	0	0	0.11
54431	68805	cabriole	n	578	0	0	0.04
54441	67489	toilsome	j	578	0	0	0
54451	69836	orang	n	577	0	0	0.27
54461	67978	featherless	j	577	0	0	0.05
54471	70798	prepreg	n	576	0	0	0.03
54481	67534	crack-up	n	575	0	0	0.38
54491	68096	wavenumber	n	575	0	0	0
54501	67542	posthole	n	574	0	0	0
54511	67564	alchemic	j	573	0	0	0.3
54521	68749	biophilic	j	573	0	0	0.19
54531	68619	releaser	n	572	0	0	0.05
54541	67581	conspecific	n	572	0	0	0
54551	67602	poisson	n	571	0	0	0
54561	68361	thrombophilia	n	570	0	0	0
54571	69812	intervarsity	n	570	0	0	0.77
54581	70626	glyceryl	n	568	0	0	0
54591	67637	half-smile	n	568	0	0	0
54601	71380	ackee	n	567	0	0	0.05
54611	67671	topographically	r	567	0	0	0.04
54621	68076	teeter-totter	v	566	0	0	0.07
54631	73503	butterbur	n	565	0	0	0
54641	67701	pooh-pooh	v	565	0	0	0
54651	67721	organismic	j	564	0	0	0.19
54661	69326	inglenook	n	564	0	0	0
54671	67733	hemolymph	n	563	0	0	0
54681	67754	defoliant	n	562	0	0	0
54691	68542	half-dollar	n	562	0	0	0.14
54701	69121	layback	n	561	0	0	0.02
54711	67764	effulgence	n	561	0	0	0
54721	67796	dogfood	n	560	0	0	0.15
54731	69243	fatted	j	560	0	0	0
54741	67800	peremptorily	r	559	0	0	0
54751	71176	cryosphere	n	558	0	0	0
54761	69316	footsie	n	558	0	0	0
54771	68472	disseminator	n	557	0	0	0.02
54781	68274	exclamatory	j	556	0	0	0.1
54791	67854	spiritless	j	556	0	0	0.03
54801	71166	end-effector	n	556	0	0	0
54811	72397	trotting	j	555	0	0	0
54821	67874	double-glazing	n	555	0	0	0.07
54831	67893	female-to-male	j	554	0	0	0.03
54841	69817	shipmaster	n	554	0	0	0.03
54851	67908	imbiber	n	553	0	0	0
54861	67904	inauthenticity	n	553	0	0	0
54871	67922	folk-rock	n	552	0	0	0
54881	70336	pinky	j	552	0	0	0
54891	68690	gelateria	n	551	0	0	0
54901	67955	episodically	r	551	0	0	0
54911	67975	rurality	n	550	0	0	0.1
54921	67989	nulliparous	j	549	0	0	0.05
54931	68010	lollapalooza	n	549	0	0	0.82
54941	68014	prattle	n	548	0	0	0
54951	69461	somatization	n	547	0	0	0.12
54961	68674	oink	n	547	0	0	0.27
54971	68054	woolly	n	546	0	0	0.28
54981	71573	bioenergetics	n	545	0	0	0.03
54991	68069	altruistically	r	545	0	0	0
55001	68510	anonymization	n	544	0	0	0.07
55011	70763	equipage	n	544	0	0	0
55021	69090	fidgeting	n	544	0	0	0
55031	68115	unphased	j	543	0	0	0.09
55041	68127	unitard	n	542	0	0	0
55051	69225	caboodle	n	541	0	0	0.08
55061	68803	followership	n	541	0	0	0
55071	68157	undernourishment	n	540	0	0	0.08
55081	69557	drybrush	n	539	0	0	0
55091	68174	incommunicado	j	539	0	0	0.03
55101	68726	neuromorphic	j	538	0	0	0.1
55111	68201	nanomachine	n	538	0	0	0.05
55121	69637	spanakopita	n	538	0	0	0
55131	73235	toolroom	n	537	0	0	0.14
